,cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
13671,ITT1ST0015HS0041CN000568T1,A real Islamic invasion is taking place.,"Talking of 'Islamic invasion' assumes that all the people who come are Muslim, well it isn't like that! Africa is not Islam.",Islamophobia,islamization,facts,,,
13672,ITT1ST0015HS0041CN000569,È' in atto una vera e propria invasione islamica.,"Sarebbe interessante avere dati in merito,può fornirne?",Islamophobia,islamization,question,41.0,female,High school
13673,ITT1ST0015HS0041CN000569P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,"Sarebbe interessante avere dati in merito,può fornirne?",Islamophobia,islamization,question,41.0,female,High school
13674,ITT1ST0015HS0041CN000569P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,"Sarebbe interessante avere dati in merito,può fornirne?",Islamophobia,islamization,question,41.0,female,High school
13675,ITT1ST0015HS0041CN000569T1,A real Islamic invasion is taking place.,"It would be interesting to have information about this, can you provide them?",Islamophobia,islamization,question,,,
13676,ITT1ST0015HS0041CN000570,È' in atto una vera e propria invasione islamica.,Ne è veramente sicuro? Le consiglio di informarsi prima di scrivere qualcosa. In questo modo non ha il rischio di passare per un bugiardo.,Islamophobia,islamization,"denouncing , question",17.0,male,Less than high school
13677,ITT1ST0015HS0041CN000570P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,Ne è veramente sicuro? Le consiglio di informarsi prima di scrivere qualcosa. In questo modo non ha il rischio di passare per un bugiardo.,Islamophobia,islamization,"denouncing , question",17.0,male,Less than high school
13678,ITT1ST0015HS0041CN000570P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,Ne è veramente sicuro? Le consiglio di informarsi prima di scrivere qualcosa. In questo modo non ha il rischio di passare per un bugiardo.,Islamophobia,islamization,"denouncing , question",17.0,male,Less than high school
13679,ITT1ST0015HS0041CN000570T1,A real Islamic invasion is taking place.,"Are you really sure? I suggest that you inform yourself before you write something. In this way, you do not have the risk to seem a liar.",Islamophobia,islamization,"denouncing , question",,,
13680,ITT1ST0015HS0041CN000571,È' in atto una vera e propria invasione islamica.,Non mi pare di vedere molti islamici in giro.,Islamophobia,islamization,"facts , humor",41.0,female,High school
13681,ITT1ST0015HS0041CN000571P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,Non mi pare di vedere molti islamici in giro.,Islamophobia,islamization,"facts , humor",41.0,female,High school
13682,ITT1ST0015HS0041CN000571P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,Non mi pare di vedere molti islamici in giro.,Islamophobia,islamization,"facts , humor",41.0,female,High school
13683,ITT1ST0015HS0041CN000571T1,A real Islamic invasion is taking place.,It does not seem to me to see many Muslims around.,Islamophobia,islamization,"facts , humor",,,
13684,ITT1ST0015HS0041CN000572,È' in atto una vera e propria invasione islamica.,"Non penso che parlare di invasione sia corretto. La maggior parte dei migranti che arrivano in Italia si distribuiscono nel resto d'Europa, dove l'Italia è penultima come numero di migranti per abitante.",Islamophobia,islamization,facts,25.0,male,Master
13685,ITT1ST0015HS0041CN000572P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,"Non penso che parlare di invasione sia corretto. La maggior parte dei migranti che arrivano in Italia si distribuiscono nel resto d'Europa, dove l'Italia è penultima come numero di migranti per abitante.",Islamophobia,islamization,facts,25.0,male,Master
13686,ITT1ST0015HS0041CN000572P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,"Non penso che parlare di invasione sia corretto. La maggior parte dei migranti che arrivano in Italia si distribuiscono nel resto d'Europa, dove l'Italia è penultima come numero di migranti per abitante.",Islamophobia,islamization,facts,25.0,male,Master
13687,ITT1ST0015HS0041CN000572T1,A real Islamic invasion is taking place.,"I do not think that talking about invasion is correct. Most migrants that arrive in Italy are distributed in the rest of Europe, where Italy is second last in number of immigrants for inhabitant.",Islamophobia,islamization,facts,,,
13688,ITT1ST0015HS0041CN000573,È' in atto una vera e propria invasione islamica.,Da cosa deduce tale invasione?,Islamophobia,islamization,question,41.0,female,High school
13689,ITT1ST0015HS0041CN000573P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,Da cosa deduce tale invasione?,Islamophobia,islamization,question,41.0,female,High school
13690,ITT1ST0015HS0041CN000573P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,Da cosa deduce tale invasione?,Islamophobia,islamization,question,41.0,female,High school
13691,ITT1ST0015HS0041CN000573T1,A real Islamic invasion is taking place.,How do you figure this invasion?,Islamophobia,islamization,question,,,
13692,ITT1ST0015HS0041CN000574,È' in atto una vera e propria invasione islamica.,Mi saprebbe indicare dove incontra facilmente islamici?,Islamophobia,islamization,question,41.0,female,High school
13693,ITT1ST0015HS0041CN000574P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,Mi saprebbe indicare dove incontra facilmente islamici?,Islamophobia,islamization,question,41.0,female,High school
13694,ITT1ST0015HS0041CN000574P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,Mi saprebbe indicare dove incontra facilmente islamici?,Islamophobia,islamization,question,41.0,female,High school
13695,ITT1ST0015HS0041CN000574T1,A real Islamic invasion is taking place.,Could you indicate where you easily meet Islamic?,Islamophobia,islamization,question,,,
13696,ITT1ST0015HS0041CN000575,È' in atto una vera e propria invasione islamica.,"Salve, potrebbe meglio spiegarmi cosa intende con invasione islamica? E saprebbe anche indicarmi un dato che testimoni questa affermazione?",Islamophobia,islamization,question,23.0,male,Bachelor
13697,ITT1ST0015HS0041CN000575P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,"Salve, potrebbe meglio spiegarmi cosa intende con invasione islamica? E saprebbe anche indicarmi un dato che testimoni questa affermazione?",Islamophobia,islamization,question,23.0,male,Bachelor
13698,ITT1ST0015HS0041CN000575P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,"Salve, potrebbe meglio spiegarmi cosa intende con invasione islamica? E saprebbe anche indicarmi un dato che testimoni questa affermazione?",Islamophobia,islamization,question,23.0,male,Bachelor
13699,ITT1ST0015HS0041CN000575T1,A real Islamic invasion is taking place.,"Hi, could you better explain what you mean by Islamic invasion? Could you tell me some datas that support this statement?",Islamophobia,islamization,question,,,
13700,ITT1ST0015HS0041CN000576,È' in atto una vera e propria invasione islamica.,Non credo proprio. La popolazione islamica in Italia costituisce solo il 4% della popolazione totale. Non la riterrei una invasione.,Islamophobia,islamization,facts,17.0,male,Less than high school
13701,ITT1ST0015HS0041CN000576P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,Non credo proprio. La popolazione islamica in Italia costituisce solo il 4% della popolazione totale. Non la riterrei una invasione.,Islamophobia,islamization,facts,17.0,male,Less than high school
13702,ITT1ST0015HS0041CN000576P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,Non credo proprio. La popolazione islamica in Italia costituisce solo il 4% della popolazione totale. Non la riterrei una invasione.,Islamophobia,islamization,facts,17.0,male,Less than high school
13703,ITT1ST0015HS0041CN000576T1,A real Islamic invasion is taking place.,I do not think so. The Muslim population in Italy constitute only 4% of the total population. I wouldn't consider it an invasion.,Islamophobia,islamization,facts,,,
13704,ITT1ST0015HS0041CN000577,È' in atto una vera e propria invasione islamica.,A me pare piuttosto sia in atto una vera e propria invasione di false notizie.,Islamophobia,islamization,humor,41.0,female,High school
13705,ITT1ST0015HS0041CN000577P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,A me pare piuttosto sia in atto una vera e propria invasione di false notizie.,Islamophobia,islamization,humor,41.0,female,High school
13706,ITT1ST0015HS0041CN000577P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,A me pare piuttosto sia in atto una vera e propria invasione di false notizie.,Islamophobia,islamization,humor,41.0,female,High school
13707,ITT1ST0015HS0041CN000577T1,A real Islamic invasion is taking place.,It seems to me rather that is taking place a real invasion of fake news.,Islamophobia,islamization,humor,,,
13708,ITT1ST0015HS0041CN000578,È' in atto una vera e propria invasione islamica.,"Salve, saprebbe fornirmi un dato sul numero di musulmani presenti in Italia?",Islamophobia,islamization,question,23.0,male,Bachelor
13709,ITT1ST0015HS0041CN000578P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,"Salve, saprebbe fornirmi un dato sul numero di musulmani presenti in Italia?",Islamophobia,islamization,question,23.0,male,Bachelor
13710,ITT1ST0015HS0041CN000578P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,"Salve, saprebbe fornirmi un dato sul numero di musulmani presenti in Italia?",Islamophobia,islamization,question,23.0,male,Bachelor
13711,ITT1ST0015HS0041CN000578T1,A real Islamic invasion is taking place.,"Hello, could you give me a figure on the number of Muslims in Italy?",Islamophobia,islamization,question,,,
13712,ITT1ST0015HS0041CN000579,È' in atto una vera e propria invasione islamica.,"In Italia gli islamici ad oggi sono meno del 5%, personalmente non la definirei un invasione.",Islamophobia,islamization,facts,17.0,female,Less than high school
13713,ITT1ST0015HS0041CN000579P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,"In Italia gli islamici ad oggi sono meno del 5%, personalmente non la definirei un invasione.",Islamophobia,islamization,facts,17.0,female,Less than high school
13714,ITT1ST0015HS0041CN000579P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,"In Italia gli islamici ad oggi sono meno del 5%, personalmente non la definirei un invasione.",Islamophobia,islamization,facts,17.0,female,Less than high school
13715,ITT1ST0015HS0041CN000579T1,A real Islamic invasion is taking place.,"In Italy Muslims are less than 5%, I personally would not call it an invasion.",Islamophobia,islamization,facts,,,
13716,ITT1ST0015HS0041CN000580,È' in atto una vera e propria invasione islamica.,"Salve, in realtà i musulmani presenti in Italia non raggiungono nemmeno il 5% e tra questi ci sono anche cittadini italiani che professano questa fede.",Islamophobia,islamization,facts,23.0,male,Bachelor
13717,ITT1ST0015HS0041CN000580P1,Al momento si è testimoni di una vera e propria immigrazione di massa musulmana.,"Salve, in realtà i musulmani presenti in Italia non raggiungono nemmeno il 5% e tra questi ci sono anche cittadini italiani che professano questa fede.",Islamophobia,islamization,facts,23.0,male,Bachelor
13718,ITT1ST0015HS0041CN000580P2,In questo momento gli islamici si stanno riversando in massa nel nostro paese.,"Salve, in realtà i musulmani presenti in Italia non raggiungono nemmeno il 5% e tra questi ci sono anche cittadini italiani che professano questa fede.",Islamophobia,islamization,facts,23.0,male,Bachelor
13719,ITT1ST0015HS0041CN000580T1,A real Islamic invasion is taking place.,"Hi, actually Muslims in Italy do not even reach 5% and among them there are also Italian citizens who profess this faith.",Islamophobia,islamization,facts,,,
13720,ITT1ST0015HS0041CN000581,È' in atto una vera e propria invasione islamica.,Ecco perché io che sono donna non posso più guidare!,Islamophobia,islamization,humor,23.0,female,Some university without degree
